,Identifies_the_type_of_dwelling,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,Lot_configuration,LandSlope,Neighborhood,Condition1,Condition2,Type_of_dwelling,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Roof_material,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical_system,1stFlrSF,Low_quality_finished_square_feet,GrLivArea,BedroomAbvGr,KitchenAbvGr,Kitchen_Quality,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,Garage_location,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,Garage_condition,Paved driveway,Pool_quality,Fence_Quality,Miscellaneous_feature,miscellaneous_feature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,PricePerSqFt,AgeAtSale,TotalSqFt,TotalBathrooms,TotalPorchArea,TotalFinishedSqFt,TotalQualityScore,TotalGarageScore,TotalOutdoorArea,DateSold,Sentiment
249,1-1/2 STORY FINISHED ALL AGES,RL,0,159000,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,2006,Gable,CompShg,Wd Sdng,HdBoard,472,Gd,TA,CBlock,Gd,TA,Gd,Rec,Unf,747,1444,GasA,Gd,Y,SBrkr,1444,0,2144,4,1,Gd,7,Typ,2,TA,Attchd,1958,Fin,2,389,TA,TA,Y,No,No,Shed,500,Jun,2007,WD,Normal,277000,77.20178372352285,49,3588,2.0,98,2841,13,778,98,2007-06-01,0.0
250,1-STORY 1945 & OLDER,RL,55,5350,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1966,Gable,CompShg,Wd Sdng,Plywood,0,TA,Po,CBlock,TA,TA,No,Unf,Unf,728,728,GasA,Ex,Y,SBrkr,1306,0,1306,3,1,Fa,6,Mod,0,No,No,2005,No,0,0,No,No,Y,No,GdWo,Shed,450,May,2010,WD,Normal,76500,37.610619469026545,70,2034,1.0,0,1306,5,0,263,2010-05-01,0.0
251,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,44,4750,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,Hip,CompShg,VinylSd,VinylSd,481,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,0,1573,GasA,Ex,Y,SBrkr,1625,0,1625,2,1,Gd,5,Typ,1,Gd,Attchd,2006,Fin,2,538,TA,TA,Y,No,No,No,0,Dec,2007,WD,Family,235000,73.48342714196373,1,3198,2.0,153,3198,13,1076,123,2007-12-01,0.0
252,2-STORY 1946 & NEWER,RL,65,8366,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,798,798,GasA,Ex,Y,SBrkr,798,0,1640,3,1,Gd,6,Typ,0,No,Attchd,2004,RFn,2,520,TA,TA,Y,No,No,No,0,Dec,2008,WD,Normal,173000,70.95980311730926,4,2438,2.5,45,1640,11,1040,183,2008-12-01,0.0
253, SPLIT OR MULTI-LEVEL,RL,85,9350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1991,Hip,CompShg,HdBoard,HdBoard,108,TA,TA,CBlock,Gd,TA,Gd,LwQ,ALQ,452,1302,GasA,Ex,Y,SBrkr,1302,0,1302,3,1,Gd,7,Min1,0,No,Attchd,1964,RFn,1,309,TA,TA,Y,No,MnPrv,No,0,Oct,2007,CWD,Normal,158000,60.675883256528415,43,2604,2.0,0,2152,13,309,333,2007-10-01,0.0
254,1-STORY 1946 & NEWER ALL STYLES,RL,70,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,Gable,CompShg,MetalSd,MetalSd,0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,392,1314,GasA,TA,Y,SBrkr,1314,0,1314,3,1,TA,5,Typ,0,No,Attchd,1957,RFn,1,294,TA,TA,Y,No,No,No,0,Jun,2010,WD,Normal,145000,55.17503805175038,53,2628,1.0,0,2236,11,294,250,2010-06-01,0.0
255,2-STORY 1946 & NEWER,RL,66,8738,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,302,Gd,TA,PConc,Gd,TA,No,Unf,Unf,975,975,GasA,Ex,Y,SBrkr,1005,0,2291,4,1,Gd,8,Typ,1,TA,BuiltIn,1999,Fin,2,429,TA,TA,Y,No,No,No,0,Feb,2006,WD,Normal,230000,70.4225352112676,7,3266,2.5,0,2291,12,858,192,2006-02-01,0.0
256,2-STORY 1946 & NEWER,FV,64,8791,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Rec,Unf,361,864,GasA,Ex,Y,SBrkr,864,0,1728,3,1,Gd,7,Typ,0,No,Attchd,2003,RFn,2,673,TA,TA,Y,No,No,No,0,May,2008,WD,Normal,207500,80.05401234567901,5,2592,2.5,56,2231,11,1346,272,2008-05-01,0.0
257,1-STORY 1946 & NEWER ALL STYLES,RL,68,8814,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,180,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,270,1604,GasA,Ex,Y,SBrkr,1604,0,1604,3,1,Gd,8,Typ,1,Gd,Attchd,2006,RFn,2,660,TA,TA,Y,No,No,No,0,Mar,2009,WD,Abnorml,220000,68.5785536159601,3,3208,2.5,110,2938,12,1320,233,2009-03-01,0.0
258,2-STORY 1946 & NEWER,RL,80,12435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,Gable,CompShg,VinylSd,VinylSd,172,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,602,963,GasA,Ex,Y,SBrkr,963,0,1792,3,1,Gd,7,Typ,1,TA,Attchd,2001,RFn,2,564,TA,TA,Y,No,No,No,0,May,2008,WD,Normal,231500,84.02903811252268,7,2755,2.5,341,2153,12,1128,96,2008-05-01,0.0
259,1-STORY 1946 & NEWER ALL STYLES,RM,70,12702,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,Gable,CompShg,BrkFace,BrkFace,0,TA,TA,PConc,No,No,No,No,No,0,0,GasA,Gd,Y,FuseA,882,0,882,2,1,TA,4,Typ,0,No,Detchd,1956,Unf,1,308,TA,TA,Y,No,No,No,0,Dec,2008,WD,Normal,97000,109.97732426303855,52,882,1.0,45,882,10,308,45,2008-12-01,0.0
260, SPLIT OR MULTI-LEVEL,RL,120,19296,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,Gable,CompShg,Wd Sdng,Wd Sdng,399,TA,TA,CBlock,TA,TA,Gd,Rec,ALQ,0,1362,GasA,TA,Y,SBrkr,1382,0,1382,3,1,TA,6,Typ,1,TA,Attchd,1991,Unf,2,884,TA,TA,Y,No,GdWo,No,0,May,2009,WD,Normal,176000,64.1399416909621,47,2744,1.0,252,2744,11,1768,0,2009-05-01,0.0
261,2-STORY 1946 & NEWER,RL,69,9588,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,CemntBd,CmentBd,270,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1482,1482,GasA,Ex,Y,SBrkr,1482,0,2574,3,1,Ex,10,Typ,1,Gd,BuiltIn,2007,Fin,3,868,TA,TA,Y,No,No,No,0,Nov,2007,New,Partial,276000,68.04733727810651,0,4056,2.5,148,2574,13,2604,148,2007-11-01,0.0
262, SPLIT OR MULTI-LEVEL,RL,88,8471,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1995,Gable,CompShg,HdBoard,Plywood,46,TA,TA,CBlock,Gd,Gd,Av,ALQ,Unf,0,506,GasA,TA,Y,SBrkr,1212,0,1212,3,1,TA,6,Typ,1,TA,Attchd,1978,Unf,2,492,TA,TA,Y,No,GdWo,No,0,Jul,2006,WD,Normal,151000,87.8928987194412,29,1718,1.0,12,1718,13,984,304,2006-07-01,0.0
263,1-1/2 STORY FINISHED ALL AGES,RM,50,5500,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,2001,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,LwQ,ALQ,0,926,GasA,TA,Y,SBrkr,926,390,1316,3,1,TA,6,Typ,0,No,Detchd,1974,Unf,2,484,TA,TA,Y,No,No,No,0,Apr,2010,WD,Normal,130000,57.983942908117754,81,1852,1.0,0,2242,12,968,0,2010-04-01,0.0
264,1-STORY 1945 & OLDER,RM,30,5232,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,2004,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,680,680,GasA,Gd,N,FuseP,764,0,764,2,1,TA,4,Typ,0,No,Detchd,1965,Unf,2,504,TA,TA,N,No,No,No,0,Jun,2008,WD,Normal,73000,50.554016620498615,83,1444,1.0,0,764,10,1008,0,2008-06-01,0.0
265,1-STORY 1946 & NEWER ALL STYLES,RL,78,12090,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,Gable,CompShg,MetalSd,MetalSd,210,TA,Gd,CBlock,Gd,TA,No,GLQ,LwQ,606,1422,GasA,TA,Y,SBrkr,1422,0,1422,3,1,Gd,7,Typ,1,TA,Attchd,1981,Fin,2,576,TA,TA,Y,No,GdPrv,No,0,Jun,2008,WD,Normal,175500,61.70886075949367,27,2844,2.0,0,2238,12,1152,276,2008-06-01,0.0
266,2-STORY 1946 & NEWER,RL,70,11207,Pave,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,88,802,GasA,Gd,Y,SBrkr,802,0,1511,3,1,TA,8,Typ,1,TA,Attchd,1997,Fin,2,413,TA,TA,Y,No,No,No,0,Jun,2006,WD,Normal,185000,79.98270644185041,9,2313,2.5,75,2225,11,826,170,2006-06-01,0.0
267,2-1/2 STORY ALL AGES,RL,60,8400,Pave,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1997,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,PConc,TA,TA,No,LwQ,Unf,342,720,GasA,Ex,Y,SBrkr,1052,420,2192,4,1,Gd,8,Typ,1,Gd,Detchd,1939,Unf,1,240,TA,TA,Y,No,No,No,0,Jul,2008,WD,Normal,179500,61.64148351648352,69,2492,2.5,24,2570,13,240,286,2008-07-01,0.0
268,1-STORY 1945 & OLDER,RM,71,6900,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1955,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,212,740,GasA,Ex,Y,SBrkr,778,0,778,2,1,TA,4,Typ,1,Gd,Detchd,1966,Fin,1,924,Ex,Ex,Y,No,No,No,0,Feb,2008,WD,Normal,120500,79.38076416337286,68,1518,1.0,25,1306,11,924,25,2008-02-01,0.0
269,1-STORY 1946 & NEWER ALL STYLES,RL,0,7917,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,Hip,CompShg,HdBoard,HdBoard,174,TA,Gd,CBlock,TA,Gd,No,BLQ,Unf,392,1143,GasA,TA,Y,SBrkr,1113,0,1113,3,1,TA,6,Typ,1,Fa,Attchd,1987,RFn,1,504,TA,Gd,Y,No,GdPrv,No,0,May,2007,WD,Normal,148000,65.60283687943263,31,2256,1.5,30,1864,13,504,400,2007-05-01,0.0
270,2-STORY 1946 & NEWER,FV,84,10728,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1095,1095,GasA,Gd,Y,SBrkr,1095,0,1939,3,1,Gd,8,Typ,1,Gd,Attchd,2006,RFn,3,1053,TA,TA,Y,No,No,No,0,Aug,2006,New,Partial,266000,87.67303889255109,0,3034,2.5,51,1939,13,3159,243,2006-08-01,0.0
271,1-STORY 1946 & NEWER ALL STYLES,RL,73,39104,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,2005,Flat,Membran,Plywood,Plywood,0,TA,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,96,1385,GasA,Ex,Y,SBrkr,1363,0,1363,2,1,TA,5,Mod,2,TA,Attchd,1954,Unf,2,439,TA,TA,Y,No,No,No,0,Apr,2008,WD,Normal,241500,87.882096069869,54,2748,1.0,0,2652,14,878,81,2008-04-01,0.0
272,2-STORY 1946 & NEWER,RL,92,11764,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,2007,Gable,CompShg,VinylSd,VinylSd,348,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,628,1152,GasA,Ex,Y,SBrkr,1164,0,2270,4,1,Gd,9,Typ,1,Gd,Attchd,1999,Fin,3,671,TA,TA,Y,No,No,No,0,Apr,2010,WD,Normal,290000,84.7457627118644,11,3422,2.5,57,2794,15,2013,189,2010-04-01,0.0
273,1-STORY 1946 & NEWER ALL STYLES,RL,80,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1988,Hip,CompShg,Wd Sdng,Wd Sdng,183,TA,TA,CBlock,TA,TA,No,Rec,LwQ,0,1240,GasA,Gd,Y,SBrkr,1632,0,1632,3,1,TA,6,Min1,1,Gd,Attchd,1958,RFn,1,338,TA,TA,Y,No,MnPrv,No,0,Apr,2009,WD,Normal,139000,48.3983286908078,51,2872,2.0,0,2872,12,338,289,2009-04-01,0.0
274,1-STORY 1946 & NEWER ALL STYLES,RL,76,8314,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,Gable,CompShg,HdBoard,ImStucc,0,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,270,816,GasA,TA,Y,SBrkr,816,0,816,2,1,TA,5,Typ,0,No,Attchd,1982,Unf,1,264,TA,TA,Y,No,No,No,0,Jun,2007,WD,Normal,124500,76.28676470588235,25,1632,1.0,0,1362,12,264,168,2007-06-01,0.0
275,1-1/2 STORY FINISHED ALL AGES,RL,55,7264,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,952,952,GasW,Gd,N,SBrkr,952,0,1548,3,1,Ex,5,Typ,0,No,Detchd,1978,Unf,2,672,TA,TA,Y,No,No,No,0,Oct,2009,WD,Normal,205000,82.0,84,2500,2.5,144,1548,14,1344,74,2009-10-01,0.0
276,1-STORY 1946 & NEWER ALL STYLES,RL,129,9196,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1560,1560,GasA,Ex,Y,SBrkr,1560,0,1560,3,1,Gd,7,Typ,0,No,Attchd,2003,Fin,2,573,TA,TA,Y,No,No,No,0,Apr,2010,WD,Normal,201000,64.42307692307692,7,3120,2.0,150,1560,12,1146,250,2010-04-01,0.0
277,1-STORY 1946 & NEWER ALL STYLES,RL,140,19138,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,744,864,GasA,Ex,Y,SBrkr,864,0,864,2,1,TA,4,Typ,0,No,Detchd,1951,Unf,2,400,TA,TA,Y,No,No,No,0,Jun,2010,WD,Normal,141000,81.59722222222223,59,1728,1.0,0,984,9,800,0,2010-06-01,0.0
278,1-STORY 1946 & NEWER ALL STYLES,RL,107,14450,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,Gable,CompShg,CemntBd,CmentBd,315,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,2121,2121,GasA,Ex,Y,SBrkr,2121,0,2121,3,1,Ex,8,Typ,1,Ex,Attchd,2007,Fin,3,732,TA,TA,Y,No,No,No,0,May,2007,New,Partial,415298,97.9014615747289,1,4242,2.5,240,2121,14,2196,222,2007-05-01,0.0
279,2-STORY 1946 & NEWER,RL,83,10005,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,Hip,CompShg,Plywood,Plywood,299,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,768,1160,GasA,Ex,Y,SBrkr,1156,0,2022,4,1,TA,8,Typ,1,TA,Attchd,1977,Fin,2,505,TA,TA,Y,No,No,No,0,Mar,2008,WD,Normal,192000,60.33940917661848,31,3182,2.5,117,2414,12,1010,405,2008-03-01,0.0
280,2-STORY 1946 & NEWER,RL,82,11287,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,Gable,CompShg,Plywood,Plywood,340,Gd,TA,CBlock,Gd,TA,Av,GLQ,Unf,386,807,GasA,Gd,Y,SBrkr,1175,0,1982,3,1,Gd,7,Typ,1,TA,Attchd,1989,Fin,2,575,TA,TA,Y,No,No,No,0,Jan,2007,WD,Normal,228500,81.9290068124776,18,2789,2.5,280,2403,13,1150,84,2007-01-01,0.0
281,1-STORY 1946 & NEWER ALL STYLES,FV,60,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,68,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,357,1262,GasA,Gd,Y,SBrkr,1262,0,1262,2,1,Gd,5,Typ,0,No,Attchd,2006,Fin,2,572,TA,TA,Y,No,No,No,0,May,2006,New,Partial,185000,73.29635499207608,0,2524,2.0,120,2167,11,1144,120,2006-05-01,0.0
282,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,34,5063,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2008,Gable,CompShg,VinylSd,VinylSd,166,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,410,1314,GasA,Ex,Y,SBrkr,1314,0,1314,2,1,Gd,6,Typ,1,Gd,Attchd,2008,RFn,2,626,TA,TA,Y,No,No,No,0,Apr,2009,ConLw,Normal,207500,78.95738203957382,2,2628,2.0,62,2218,12,1252,234,2009-04-01,0.0
283,1-STORY 1946 & NEWER ALL STYLES,RL,74,9612,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2009,Gable,CompShg,VinylSd,VinylSd,72,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1468,1468,GasA,Ex,Y,SBrkr,1468,0,1468,3,1,Gd,6,Typ,1,Gd,Attchd,2008,Fin,3,898,TA,TA,Y,No,No,No,0,Dec,2009,New,Partial,244600,83.31062670299727,1,2936,2.0,150,1468,13,2694,360,2009-12-01,0.0
284,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,50,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,Gable,CompShg,Plywood,ImStucc,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1145,1575,GasA,Gd,Y,SBrkr,1575,0,1575,2,1,Gd,5,Typ,0,No,Attchd,1992,RFn,2,529,TA,TA,Y,No,No,No,0,Jul,2007,WD,Normal,179200,56.888888888888886,15,3150,2.0,52,2005,11,1058,0,2007-07-01,0.0
285,2-STORY PUD - 1946 & NEWER,FV,35,4251,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,Gable,CompShg,MetalSd,MetalSd,0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,625,625,GasA,Ex,Y,SBrkr,625,0,1250,2,1,Gd,5,Typ,0,No,Detchd,2006,RFn,2,528,TA,TA,Y,No,No,No,0,Jun,2007,New,Partial,164700,87.84,1,1875,2.5,54,1250,12,1056,54,2007-06-01,0.0
286,1-1/2 STORY FINISHED ALL AGES,RL,77,9786,Pave,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1981,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,Rec,Unf,312,912,GasA,TA,Y,SBrkr,1085,0,1734,3,1,Gd,7,Typ,1,Gd,Attchd,1962,RFn,2,440,TA,TA,Y,No,GdPrv,No,0,Jun,2006,WD,Normal,159000,60.090702947845806,44,2646,1.5,128,2334,13,880,0,2006-06-01,0.0
287,1-STORY 1946 & NEWER ALL STYLES,RL,0,8125,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,244,858,GasA,TA,Y,SBrkr,858,0,858,3,1,TA,5,Typ,0,No,No,2005,No,0,0,No,No,Y,No,No,No,0,Jun,2006,WD,Normal,88000,51.282051282051285,35,1716,1.0,0,1472,8,0,0,2006-06-01,0.0
288,1-STORY 1946 & NEWER ALL STYLES,RL,0,9819,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,Gable,CompShg,MetalSd,MetalSd,31,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,432,882,GasA,TA,Y,SBrkr,900,0,900,3,1,TA,5,Typ,0,No,Detchd,1970,Unf,1,280,TA,TA,Y,No,MnPrv,No,0,Feb,2010,WD,Normal,122000,68.46240179573513,43,1782,1.0,0,1350,10,280,0,2010-02-01,0.0
289,2-STORY 1945 & OLDER,RL,60,8730,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,2003,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,698,698,GasA,Ex,Y,FuseA,698,0,1396,3,1,TA,7,Typ,0,No,Detchd,2003,Unf,1,384,TA,TA,Y,No,No,No,0,Jul,2007,WD,Normal,153575,73.34049665711557,92,2094,1.0,259,1396,13,384,0,2007-07-01,0.0
290,2-STORY 1946 & NEWER,RL,120,15611,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1079,1079,GasA,Ex,Y,SBrkr,1079,0,1919,3,1,Gd,8,Typ,1,Gd,Attchd,2006,RFn,2,685,Gd,TA,Y,No,No,No,0,Jul,2006,New,Partial,233230,77.79519679786524,0,2998,2.5,51,1919,13,1370,51,2006-07-01,0.0
291,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,55,5687,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,2000,Gable,CompShg,VinylSd,VinylSd,0,TA,Fa,PConc,TA,Fa,No,Rec,Unf,570,780,GasA,Ex,N,SBrkr,936,0,1716,6,1,Fa,9,Typ,0,No,No,2005,No,0,0,No,No,N,No,No,No,0,Mar,2008,WD,Normal,135900,54.44711538461539,96,2496,2.0,184,1926,11,0,184,2008-03-01,0.0
292,1-1/2 STORY FINISHED ALL AGES,RL,60,11409,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,2008,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,476,768,GasA,Gd,Y,SBrkr,1148,0,1716,3,1,TA,8,Min2,1,Gd,Attchd,1949,Unf,1,281,TA,TA,Y,No,No,No,0,Jan,2009,WD,Normal,131000,52.73752012882448,60,2484,1.5,160,2008,9,281,0,2009-01-01,0.0
293,2-STORY 1946 & NEWER,RL,0,16659,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1994,Gable,CompShg,Plywood,Plywood,34,TA,TA,CBlock,TA,TA,No,ALQ,Unf,0,795,GasA,Fa,Y,SBrkr,1468,0,2263,3,1,Gd,9,Typ,1,TA,Attchd,1977,Fin,2,539,TA,TA,Y,No,No,No,0,Mar,2006,WD,Normal,235000,76.84761281883584,29,3058,2.5,250,3058,14,1078,250,2006-03-01,0.0
294,1-STORY 1946 & NEWER ALL STYLES,RL,80,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,Hip,CompShg,HdBoard,HdBoard,238,TA,TA,CBlock,TA,TA,No,GLQ,Unf,131,1416,GasA,TA,Y,SBrkr,1644,0,1644,3,1,TA,7,Typ,2,Gd,Attchd,1953,Fin,2,418,TA,TA,Y,No,No,No,0,Oct,2009,WD,Normal,167000,54.57516339869281,56,3060,1.0,0,2929,11,836,110,2009-10-01,0.0
295, SPLIT OR MULTI-LEVEL,RL,37,7937,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,184,1003,GasA,TA,Y,SBrkr,1003,0,1003,3,1,TA,6,Typ,0,No,Detchd,1984,Unf,2,588,TA,TA,Y,No,GdPrv,No,0,Mar,2006,WD,Normal,142500,71.036889332004,22,2006,1.0,0,1822,12,1176,120,2006-03-01,0.0
296,1-1/2 STORY FINISHED ALL AGES,RM,75,13710,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,490,910,GasA,TA,Y,FuseA,910,0,1558,4,1,TA,6,Typ,0,No,Attchd,1950,Unf,1,282,TA,TA,Y,No,MnPrv,No,0,Jun,2007,WD,Normal,152000,61.58833063209076,57,2468,1.5,0,1978,10,282,289,2007-06-01,0.0
